Store,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,isTypeA,isTypeB,isTypeC,isTypeD,isAssortmentBasic,isAssortmentExtra,isAssortmentExtended,PromoIntervalList,TimesPromo2RenewedEachYear
275,300.0,5.0,2014.0,1,40.0,2014.0,0,0,0,1,1,0,0,"[1, 4, 7, 10]",4
276,2960.0,10.0,2014.0,1,36.0,2013.0,1,0,0,0,1,0,0,"[3, 6, 9, 12]",4
277,7840.0,0.0,0.0,1,31.0,2009.0,0,0,0,1,0,0,1,"[2, 5, 8, 11]",4
278,9260.0,2.0,2010.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
279,2320.0,0.0,0.0,1,40.0,2012.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
280,18640.0,9.0,2013.0,1,10.0,2014.0,0,0,0,1,0,0,1,"[3, 6, 9, 12]",4
281,6970.0,9.0,2011.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
282,1220.0,12.0,2010.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
283,2260.0,0.0,0.0,1,40.0,2014.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
284,1290.0,0.0,0.0,1,40.0,2014.0,0,0,0,1,1,0,0,"[1, 4, 7, 10]",4
285,2410.0,0.0,0.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
286,1460.0,4.0,2015.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
287,2740.0,5.0,2009.0,1,40.0,2014.0,0,0,1,0,1,0,0,"[1, 4, 7, 10]",4
288,800.0,0.0,0.0,1,14.0,2011.0,0,0,0,1,1,0,0,"[3, 6, 9, 12]",4
289,6540.0,12.0,2007.0,0,0.0,0.0,0,0,0,1,1,0,0,0,0
290,4150.0,5.0,2001.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
291,0.0,0.0,0.0,0,0.0,0.0,0,0,0,1,1,0,0,0,0
292,1100.0,6.0,2009.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
293,140.0,11.0,2007.0,0,0.0,0.0,0,0,1,0,0,0,1,0,0
294,3150.0,5.0,2005.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
295,210.0,11.0,2000.0,1,36.0,2013.0,1,0,0,0,1,0,0,"[3, 6, 9, 12]",4
296,9580.0,5.0,2007.0,1,45.0,2014.0,1,0,0,0,1,0,0,"[2, 5, 8, 11]",4
297,2300.0,9.0,2010.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
298,19840.0,7.0,2009.0,0,0.0,0.0,0,0,0,1,1,0,0,0,0
299,38630.0,9.0,2012.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
300,120.0,4.0,2009.0,1,1.0,2012.0,1,0,0,0,0,0,1,"[1, 4, 7, 10]",4
301,4510.0,3.0,2015.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
302,2190.0,12.0,2007.0,1,9.0,2011.0,0,0,0,1,0,0,1,"[3, 6, 9, 12]",4
303,15430.0,11.0,2012.0,1,18.0,2011.0,1,0,0,0,1,0,0,"[2, 5, 8, 11]",4
304,1950.0,7.0,2015.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
305,2470.0,2.0,2005.0,1,31.0,2013.0,0,0,1,0,0,0,1,"[3, 6, 9, 12]",4
306,5100.0,4.0,2007.0,1,40.0,2014.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
307,18660.0,9.0,2002.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
308,1070.0,12.0,2006.0,1,13.0,2010.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
309,8740.0,0.0,0.0,1,37.0,2009.0,0,0,0,1,1,0,0,"[2, 5, 8, 11]",4
310,2290.0,0.0,0.0,1,10.0,2014.0,1,0,0,0,0,0,1,"[3, 6, 9, 12]",4
311,680.0,7.0,2005.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
312,11300.0,3.0,2012.0,0,0.0,0.0,0,0,0,1,1,0,0,0,0
313,14160.0,0.0,0.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
314,3560.0,10.0,2001.0,1,31.0,2013.0,1,0,0,0,1,0,0,"[2, 5, 8, 11]",4
315,38710.0,4.0,2013.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
316,9000.0,8.0,2001.0,0,0.0,0.0,0,0,0,1,1,0,0,0,0
317,3140.0,7.0,2013.0,1,14.0,2011.0,0,0,0,1,1,0,0,"[1, 4, 7, 10]",4
318,32330.0,3.0,2014.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
319,570.0,9.0,2012.0,1,27.0,2012.0,1,0,0,0,0,0,1,"[3, 6, 9, 12]",4
320,210.0,9.0,2012.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
321,8140.0,11.0,2013.0,1,10.0,2014.0,0,0,1,0,0,0,1,"[3, 6, 9, 12]",4
322,17500.0,4.0,2001.0,1,37.0,2009.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
323,8400.0,4.0,2012.0,1,5.0,2013.0,0,0,0,1,0,0,1,"[2, 5, 8, 11]",4
324,13140.0,0.0,0.0,1,14.0,2011.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
325,350.0,3.0,2011.0,1,22.0,2011.0,1,0,0,0,0,0,1,"[2, 5, 8, 11]",4
326,10070.0,5.0,2015.0,1,31.0,2013.0,0,0,0,1,1,0,0,"[2, 5, 8, 11]",4
327,1390.0,12.0,2004.0,0,0.0,0.0,0,0,1,0,0,0,1,0,0
328,3130.0,7.0,2002.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
329,1310.0,6.0,1990.0,1,22.0,2012.0,1,0,0,0,1,0,0,"[3, 6, 9, 12]",4
330,370.0,0.0,0.0,1,22.0,2012.0,1,0,0,0,0,0,1,"[3, 6, 9, 12]",4
331,670.0,0.0,0.0,1,14.0,2015.0,1,0,0,0,0,0,1,"[1, 4, 7, 10]",4
332,1840.0,3.0,2006.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
333,3720.0,2.0,2010.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
334,4040.0,8.0,2008.0,1,18.0,2013.0,0,0,0,1,0,0,1,"[3, 6, 9, 12]",4
335,90.0,0.0,0.0,1,31.0,2013.0,0,1,0,0,1,0,0,"[1, 4, 7, 10]",4
336,190.0,7.0,2014.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
337,10600.0,7.0,2005.0,1,45.0,2014.0,0,0,0,1,0,0,1,"[2, 5, 8, 11]",4
338,1590.0,0.0,0.0,1,37.0,2009.0,1,0,0,0,0,0,1,"[1, 4, 7, 10]",4
339,2280.0,0.0,0.0,1,10.0,2013.0,1,0,0,0,0,0,1,"[3, 6, 9, 12]",4
340,8080.0,0.0,0.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
341,190.0,9.0,2011.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
342,15770.0,0.0,0.0,1,40.0,2014.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
343,18650.0,4.0,2004.0,1,14.0,2014.0,0,0,0,1,1,0,0,"[1, 4, 7, 10]",4
344,300.0,4.0,2011.0,1,14.0,2011.0,1,0,0,0,0,0,1,"[1, 4, 7, 10]",4
345,120.0,0.0,0.0,1,22.0,2012.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
346,8090.0,0.0,0.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
347,9360.0,7.0,2013.0,1,22.0,2012.0,0,0,0,1,0,0,1,"[3, 6, 9, 12]",4
348,16490.0,0.0,0.0,1,22.0,2012.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
349,1490.0,4.0,2009.0,0,0.0,0.0,0,0,1,0,0,0,1,0,0
350,8880.0,0.0,0.0,1,14.0,2011.0,0,0,0,1,1,0,0,"[1, 4, 7, 10]",4
351,5290.0,11.0,2012.0,1,5.0,2013.0,1,0,0,0,1,0,0,"[2, 5, 8, 11]",4
352,6360.0,0.0,0.0,1,40.0,2012.0,0,0,0,1,0,0,1,"[3, 6, 9, 12]",4
353,900.0,0.0,0.0,1,14.0,2013.0,0,1,0,0,0,1,0,"[2, 5, 8, 11]",4
354,1500.0,10.0,2005.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
355,9720.0,8.0,2013.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
356,8970.0,12.0,2007.0,1,22.0,2012.0,0,0,0,1,0,0,1,"[2, 5, 8, 11]",4
357,2060.0,10.0,2008.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
358,2890.0,10.0,2003.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
359,4370.0,0.0,0.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
360,2040.0,6.0,2007.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
361,4490.0,5.0,2014.0,1,5.0,2013.0,0,0,1,0,0,0,1,"[2, 5, 8, 11]",4
362,340.0,0.0,0.0,0,0.0,0.0,0,0,1,0,0,0,1,0,0
363,250.0,9.0,2009.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
364,13620.0,0.0,0.0,1,10.0,2014.0,1,0,0,0,0,0,1,"[3, 6, 9, 12]",4
365,2410.0,0.0,0.0,1,45.0,2009.0,0,0,1,0,1,0,0,"[2, 5, 8, 11]",4
366,6470.0,12.0,2004.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
367,2640.0,9.0,2012.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
368,1450.0,4.0,2005.0,1,45.0,2009.0,0,0,0,1,0,0,1,"[2, 5, 8, 11]",4
369,5870.0,4.0,2014.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
370,8250.0,10.0,2000.0,1,31.0,2009.0,0,0,0,1,1,0,0,"[1, 4, 7, 10]",4
371,1970.0,7.0,2009.0,1,45.0,2014.0,0,0,0,1,0,0,1,"[2, 5, 8, 11]",4
372,4880.0,8.0,2010.0,1,18.0,2014.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
373,11120.0,0.0,0.0,1,22.0,2012.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
374,1150.0,9.0,2007.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
375,15710.0,2.0,2013.0,1,37.0,2009.0,1,0,0,0,0,0,1,"[1, 4, 7, 10]",4
376,160.0,8.0,2012.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
377,100.0,6.0,2010.0,1,18.0,2010.0,1,0,0,0,0,0,1,"[2, 5, 8, 11]",4
378,2140.0,8.0,2012.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
379,6630.0,0.0,0.0,0,0.0,0.0,0,0,0,1,1,0,0,0,0
380,2240.0,5.0,2013.0,1,10.0,2014.0,1,0,0,0,1,0,0,"[3, 6, 9, 12]",4
381,1800.0,11.0,2006.0,1,5.0,2013.0,1,0,0,0,1,0,0,"[2, 5, 8, 11]",4
382,26130.0,11.0,2002.0,0,0.0,0.0,0,0,1,0,0,0,1,0,0
383,350.0,0.0,0.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
384,130.0,0.0,0.0,1,14.0,2011.0,1,0,0,0,0,0,1,"[1, 4, 7, 10]",4
385,4580.0,9.0,2007.0,0,0.0,0.0,0,0,0,1,1,0,0,0,0
386,1460.0,4.0,2014.0,1,31.0,2013.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
387,210.0,0.0,0.0,1,36.0,2013.0,0,0,1,0,1,0,0,"[3, 6, 9, 12]",4
388,2260.0,0.0,0.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
389,6690.0,8.0,2011.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
390,1600.0,4.0,2009.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
391,460.0,11.0,2014.0,1,31.0,2013.0,1,0,0,0,1,0,0,"[2, 5, 8, 11]",4
392,2120.0,0.0,0.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
393,4820.0,3.0,2008.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
394,10850.0,0.0,0.0,0,0.0,0.0,0,0,0,1,1,0,0,0,0
395,3620.0,2.0,2013.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
396,23130.0,0.0,0.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
397,130.0,0.0,0.0,1,27.0,2013.0,1,0,0,0,0,0,1,"[2, 5, 8, 11]",4
398,1540.0,0.0,0.0,1,1.0,2012.0,0,0,1,0,0,0,1,"[1, 4, 7, 10]",4
399,5360.0,9.0,2012.0,1,40.0,2011.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
400,70.0,11.0,2004.0,1,14.0,2011.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
401,9200.0,10.0,2009.0,1,14.0,2012.0,1,0,0,0,0,0,1,"[1, 4, 7, 10]",4
402,5830.0,9.0,2011.0,1,13.0,2010.0,0,0,1,0,0,0,1,"[1, 4, 7, 10]",4
403,4970.0,7.0,2015.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
404,1420.0,0.0,0.0,1,10.0,2013.0,1,0,0,0,0,0,1,"[3, 6, 9, 12]",4
405,1080.0,4.0,2008.0,1,14.0,2011.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
406,8240.0,3.0,2001.0,1,10.0,2013.0,0,0,0,1,0,0,1,"[2, 5, 8, 11]",4
407,5890.0,10.0,2003.0,1,14.0,2011.0,1,0,0,0,1,0,0,"[2, 5, 8, 11]",4
408,1560.0,0.0,0.0,1,45.0,2009.0,0,0,1,0,1,0,0,"[2, 5, 8, 11]",4
409,840.0,0.0,0.0,1,1.0,2013.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
410,40.0,11.0,2011.0,1,22.0,2012.0,0,0,1,0,1,0,0,"[3, 6, 9, 12]",4
411,8460.0,0.0,0.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
412,4460.0,0.0,0.0,1,39.0,2010.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
413,760.0,9.0,2014.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
414,6210.0,0.0,0.0,1,1.0,2013.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
415,6910.0,4.0,2005.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
416,4650.0,6.0,2014.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
417,840.0,0.0,0.0,1,10.0,2014.0,1,0,0,0,0,0,1,"[1, 4, 7, 10]",4
418,1060.0,5.0,2009.0,1,27.0,2011.0,1,0,0,0,1,0,0,"[2, 5, 8, 11]",4
419,1620.0,9.0,2009.0,0,0.0,0.0,0,0,1,0,1,0,0,0,0
420,250.0,0.0,0.0,1,27.0,2012.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
421,3530.0,6.0,2012.0,1,35.0,2012.0,0,0,1,0,0,0,1,"[3, 6, 9, 12]",4
422,2880.0,0.0,0.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
423,1270.0,5.0,2014.0,0,0.0,0.0,0,1,0,0,1,0,0,0,0
424,1250.0,0.0,0.0,1,40.0,2011.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
425,1460.0,0.0,0.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
426,250.0,0.0,0.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
427,70.0,7.0,2005.0,1,13.0,2010.0,1,0,0,0,0,0,1,"[1, 4, 7, 10]",4
428,2960.0,12.0,2014.0,1,23.0,2015.0,0,0,0,1,1,0,0,"[3, 6, 9, 12]",4
429,16350.0,7.0,2005.0,1,31.0,2013.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
430,12870.0,10.0,2008.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
431,4520.0,0.0,0.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
432,810.0,5.0,2013.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
433,30030.0,11.0,2010.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
434,13020.0,8.0,2003.0,1,40.0,2014.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
435,910.0,0.0,0.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
436,2300.0,0.0,0.0,0,0.0,0.0,0,0,0,1,1,0,0,0,0
437,430.0,0.0,0.0,1,50.0,2010.0,0,0,1,0,0,0,1,"[1, 4, 7, 10]",4
438,1110.0,0.0,0.0,1,40.0,2012.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
439,1350.0,9.0,2009.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
440,3900.0,4.0,2005.0,1,45.0,2009.0,0,0,0,1,1,0,0,"[2, 5, 8, 11]",4
441,2530.0,0.0,0.0,0,0.0,0.0,0,0,0,1,1,0,0,0,0
442,500.0,0.0,0.0,1,45.0,2009.0,0,0,1,0,1,0,0,"[2, 5, 8, 11]",4
443,11400.0,12.0,2005.0,0,0.0,0.0,0,0,0,1,1,0,0,0,0
444,1700.0,11.0,2009.0,0,0.0,0.0,0,0,1,0,1,0,0,0,0
445,240.0,0.0,0.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
446,340.0,10.0,2000.0,1,31.0,2013.0,1,0,0,0,1,0,0,"[2, 5, 8, 11]",4
447,1510.0,9.0,2013.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
448,3970.0,9.0,2009.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
449,120.0,12.0,2014.0,1,37.0,2009.0,1,0,0,0,0,0,1,"[1, 4, 7, 10]",4
450,5780.0,11.0,1994.0,1,10.0,2014.0,0,0,1,0,1,0,0,"[3, 6, 9, 12]",4
451,2460.0,4.0,2009.0,1,13.0,2010.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
452,1850.0,8.0,2013.0,1,5.0,2011.0,1,0,0,0,0,0,1,"[2, 5, 8, 11]",4
453,75860.0,0.0,0.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
454,26450.0,0.0,0.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
455,7660.0,9.0,2010.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
456,140.0,0.0,0.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
457,13140.0,0.0,0.0,1,31.0,2013.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
458,3390.0,0.0,0.0,0,0.0,0.0,0,0,1,0,1,0,0,0,0
459,250.0,9.0,2008.0,1,5.0,2013.0,1,0,0,0,1,0,0,"[2, 5, 8, 11]",4
460,34050.0,4.0,2008.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
461,1790.0,7.0,2013.0,1,40.0,2013.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
462,44320.0,8.0,2008.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
463,4160.0,0.0,0.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
464,520.0,3.0,2009.0,0,0.0,0.0,0,0,1,0,1,0,0,0,0
465,10890.0,4.0,2005.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
466,3110.0,3.0,2003.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
467,20390.0,4.0,2008.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
468,5260.0,9.0,2012.0,0,0.0,0.0,0,0,1,0,0,0,1,0,0
469,710.0,9.0,2005.0,0,0.0,0.0,0,0,1,0,0,0,1,0,0
470,50.0,0.0,0.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
471,5300.0,0.0,0.0,1,45.0,2009.0,0,0,0,1,1,0,0,"[2, 5, 8, 11]",4
472,5030.0,8.0,2011.0,0,0.0,0.0,0,0,1,0,0,0,1,0,0
473,50.0,0.0,0.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
474,14810.0,0.0,0.0,1,14.0,2011.0,0,0,1,0,1,0,0,"[3, 6, 9, 12]",4
475,140.0,9.0,2005.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
476,8300.0,9.0,2006.0,0,0.0,0.0,0,0,0,1,1,0,0,0,0
477,770.0,7.0,2010.0,1,35.0,2010.0,0,0,0,1,1,0,0,"[1, 4, 7, 10]",4
478,1940.0,3.0,2012.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
479,320.0,12.0,2005.0,1,9.0,2011.0,1,0,0,0,1,0,0,"[2, 5, 8, 11]",4
480,300.0,11.0,2012.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
481,7470.0,0.0,0.0,1,44.0,2012.0,0,0,1,0,0,0,1,"[2, 5, 8, 11]",4
482,2550.0,10.0,2005.0,0,0.0,0.0,0,0,1,0,1,0,0,0,0
483,2310.0,9.0,2011.0,1,13.0,2010.0,1,0,0,0,0,0,1,"[1, 4, 7, 10]",4
484,14300.0,3.0,2011.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
485,3270.0,0.0,0.0,1,22.0,2012.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
486,2320.0,0.0,0.0,1,31.0,2013.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
487,2180.0,9.0,2012.0,1,40.0,2012.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
488,2890.0,4.0,2014.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
489,14960.0,11.0,2013.0,1,37.0,2009.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
490,660.0,4.0,2013.0,1,40.0,2014.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
491,4680.0,0.0,0.0,1,22.0,2012.0,0,0,0,1,0,0,1,"[3, 6, 9, 12]",4
492,1740.0,3.0,2008.0,1,40.0,2012.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
493,1150.0,0.0,0.0,1,14.0,2011.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
494,1260.0,6.0,2011.0,0,0.0,0.0,0,1,0,0,1,0,0,0,0
495,5470.0,0.0,0.0,1,37.0,2009.0,0,0,0,1,1,0,0,"[1, 4, 7, 10]",4
496,2780.0,6.0,2015.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
497,1610.0,0.0,0.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
498,990.0,0.0,0.0,1,40.0,2014.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
499,450.0,0.0,0.0,1,5.0,2013.0,0,0,1,0,0,0,1,"[2, 5, 8, 11]",4
500,10690.0,9.0,2007.0,1,5.0,2013.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
501,1620.0,9.0,2006.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
502,220.0,2.0,2002.0,1,37.0,2009.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
503,13080.0,9.0,2006.0,1,14.0,2011.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
504,820.0,0.0,0.0,0,0.0,0.0,0,0,1,0,0,0,1,0,0
505,350.0,0.0,0.0,1,5.0,2013.0,1,0,0,0,1,0,0,"[2, 5, 8, 11]",4
506,1850.0,12.0,2014.0,1,18.0,2011.0,1,0,0,0,1,0,0,"[2, 5, 8, 11]",4
507,9070.0,4.0,2011.0,1,37.0,2009.0,1,0,0,0,0,0,1,"[1, 4, 7, 10]",4
508,1280.0,0.0,0.0,1,40.0,2011.0,1,0,0,0,0,0,1,"[1, 4, 7, 10]",4
509,4740.0,7.0,2008.0,1,37.0,2009.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
510,8260.0,0.0,0.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
511,2060.0,9.0,2009.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
512,590.0,0.0,0.0,1,5.0,2013.0,0,1,0,0,0,1,0,"[3, 6, 9, 12]",4
513,400.0,8.0,2013.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
514,1200.0,7.0,2012.0,1,27.0,2012.0,0,0,1,0,0,0,1,"[1, 4, 7, 10]",4
515,11260.0,0.0,0.0,1,9.0,2011.0,0,0,0,1,0,0,1,"[2, 5, 8, 11]",4
516,20.0,0.0,0.0,1,35.0,2010.0,1,0,0,0,0,0,1,"[3, 6, 9, 12]",4
517,22490.0,0.0,0.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
518,3330.0,3.0,2015.0,1,13.0,2010.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
519,2510.0,8.0,2009.0,1,1.0,2012.0,0,0,1,0,0,0,1,"[1, 4, 7, 10]",4
520,6900.0,0.0,0.0,1,40.0,2012.0,1,0,0,0,0,0,1,"[3, 6, 9, 12]",4
521,18610.0,11.0,2002.0,1,48.0,2011.0,0,0,0,1,1,0,0,"[3, 6, 9, 12]",4
522,7160.0,11.0,2012.0,1,9.0,2011.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
523,50.0,11.0,2013.0,0,0.0,0.0,0,0,1,0,0,0,1,0,0
524,40860.0,9.0,2013.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
525,1870.0,9.0,2013.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
526,120.0,0.0,0.0,1,48.0,2011.0,1,0,0,0,1,0,0,"[3, 6, 9, 12]",4
527,5830.0,4.0,2008.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
528,20620.0,0.0,0.0,1,37.0,2009.0,1,0,0,0,0,0,1,"[1, 4, 7, 10]",4
529,12920.0,9.0,2012.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
530,18160.0,0.0,0.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
531,4030.0,0.0,0.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
532,1070.0,8.0,2010.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
533,5950.0,0.0,0.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
534,1200.0,9.0,2009.0,1,45.0,2009.0,0,0,0,1,1,0,0,"[1, 4, 7, 10]",4
535,3570.0,4.0,2007.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
536,4700.0,9.0,2002.0,1,31.0,2013.0,1,0,0,0,0,0,1,"[2, 5, 8, 11]",4
537,600.0,5.0,2002.0,1,1.0,2012.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
538,990.0,2.0,2010.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
539,770.0,5.0,2013.0,1,40.0,2014.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
540,810.0,0.0,0.0,1,48.0,2012.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
541,650.0,7.0,1990.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
542,7280.0,9.0,2012.0,1,1.0,2013.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
543,1080.0,12.0,2012.0,0,0.0,0.0,0,0,1,0,1,0,0,0,0
544,250.0,12.0,2001.0,1,13.0,2010.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
545,5020.0,5.0,2006.0,1,18.0,2014.0,1,0,0,0,0,0,1,"[2, 5, 8, 11]",4
546,580.0,1.0,2005.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
547,8990.0,11.0,2009.0,1,35.0,2010.0,0,0,0,1,0,0,1,"[3, 6, 9, 12]",4
548,3760.0,2.0,2009.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
549,2330.0,0.0,0.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
550,50.0,6.0,2015.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
